timestamp,inference_id,batch_size,inference_time,throughput,gpu_util,gpu_mem,power,cpu_util,power_efficiency
1771097046.0342653,inference_0,2,0.05137509999985923,38.92936461448211,0.0,0.0,,44.1,
1771097046.0717812,inference_1,2,0.036905299999489216,54.19275822246888,0.0,0.0,,50.0,
1771097046.1083846,inference_2,2,0.03566159999991214,56.08273324822575,0.0,0.0,,67.3,
1771097046.1454039,inference_3,2,0.036433099999158,54.89513656664466,0.0,0.0,,48.5,
1771097046.1808193,inference_4,2,0.035009599999284546,57.12718797246675,0.0,0.0,,51.5,
1771097046.2179232,inference_5,2,0.036298600000009174,55.098543745474885,0.0,0.0,,45.7,
1771097046.2556376,inference_6,2,0.03679599999941274,54.35373410240025,0.0,0.0,,64.7,
1771097046.2915902,inference_7,2,0.03551240000069811,56.31835640397956,0.0,0.0,,81.2,
1771097046.3282175,inference_8,2,0.035546099999919534,56.2649629637155,0.0,0.0,,36.7,
1771097046.364225,inference_9,2,0.03558119999979681,56.20945892806935,0.0,0.0,,50.0,
1771097046.4014595,inference_10,2,0.03626559999975143,55.14868084393222,0.0,0.0,,59.4,
1771097046.4384587,inference_11,2,0.03638820000014675,54.96287257935084,0.0,0.0,,31.2,
1771097046.4742815,inference_12,2,0.03567959999963932,56.05444007276476,0.0,0.0,,35.5,
1771097046.5117664,inference_13,2,0.03615070000068954,55.3239632970275,0.0,0.0,,40.0,
1771097046.5475497,inference_14,2,0.035913499999878695,55.689364723760015,0.0,0.0,,62.1,
1771097046.5861194,inference_15,2,0.03710339999997814,53.90341585949478,0.0,0.0,,25.7,
1771097046.623126,inference_16,2,0.03644290000011097,54.880374503508506,0.0,0.0,,50.0,
1771097046.6608267,inference_17,2,0.03759180000088236,53.20309216246777,0.0,0.0,,60.0,
1771097046.6973386,inference_18,2,0.03624119999949471,55.185810625141684,0.0,0.0,,31.2,
1771097046.7333374,inference_19,2,0.03490250000049855,57.30248549448985,0.0,0.0,,47.8,
1771097046.7703407,inference_20,2,0.03606919999947422,55.44897031342957,0.0,0.0,,50.0,
1771097046.8064444,inference_21,2,0.035624200000711426,56.14161159998146,0.0,0.0,,54.8,
1771097046.8424969,inference_22,2,0.0358087999993586,55.85219275808806,0.0,0.0,,42.0,
1771097046.878496,inference_23,2,0.03537869999945542,56.5311896714912,0.0,0.0,,25.8,
1771097046.9167547,inference_24,2,0.037009499999840045,54.04017887322563,0.0,0.0,,63.6,
1771097046.953753,inference_25,2,0.036203999999997905,55.24251463926958,0.0,0.0,,52.1,
1771097046.9902673,inference_26,2,0.03654480000022886,54.72734835017499,0.0,0.0,,42.4,
1771097047.0296996,inference_27,2,0.038112899999759975,52.47567096737838,0.0,0.0,,55.3,
1771097047.067794,inference_28,2,0.037287999999534804,53.63655867906435,0.0,0.0,,57.6,
1771097047.1061716,inference_29,2,0.0382897999998022,52.23323182702265,0.0,0.0,,55.6,
1771097047.1431675,inference_30,2,0.03575910000017757,55.92981926251132,0.0,0.0,,67.6,
1771097047.1788726,inference_31,2,0.03559469999981957,56.18814036949709,0.0,0.0,,50.0,
1771097047.2088733,inference_32,2,0.028702700000394543,69.67985590110018,0.0,0.0,,59.4,
1771097047.2450502,inference_33,2,0.035454800000479736,56.409851415688095,0.0,0.0,,81.2,
1771097047.2817438,inference_34,2,0.036653600000136066,54.56489949125258,0.0,0.0,,35.4,
1771097047.3173778,inference_35,2,0.034991500000614906,57.156738063954215,0.0,0.0,,43.8,
1771097047.352574,inference_36,2,0.034430300000167335,58.088369836750765,0.0,0.0,,62.5,
1771097047.3890908,inference_37,2,0.03551129999959812,56.32010092625823,0.0,0.0,,64.6,
1771097047.4250953,inference_38,2,0.036111800000071526,55.383558836614036,0.0,0.0,,53.1,
1771097047.4614089,inference_39,2,0.03548469999986992,56.36231953510476,0.0,0.0,,43.8,
1771097047.4978092,inference_40,2,0.035747900000387745,55.94734236076264,0.0,0.0,,31.2,
1771097047.5349982,inference_41,2,0.03692940000019007,54.15739221297141,0.0,0.0,,43.8,
1771097047.571038,inference_42,2,0.03525489999992715,56.729702821569,0.0,0.0,,71.9,
1771097047.6094522,inference_43,2,0.037410900000395486,53.46035513657402,0.0,0.0,,43.8,
1771097047.6454673,inference_44,2,0.03581899999971938,55.83628800401097,0.0,0.0,,50.0,
1771097047.6840184,inference_45,2,0.037613499999679334,53.17239820854349,0.0,0.0,,33.3,
1771097047.720028,inference_46,2,0.03570339999987482,56.01707400435287,0.0,0.0,,75.0,
1771097047.7552257,inference_47,2,0.0346746000004714,57.67910804948897,0.0,0.0,,53.1,
1771097047.7914524,inference_48,2,0.0349845999999161,57.16801106786404,0.0,0.0,,56.2,
1771097047.826453,inference_49,2,0.0343328000008114,58.25333208921885,0.0,0.0,,28.9,
1771097047.862457,inference_50,2,0.03575490000002901,55.93638913822657,0.0,0.0,,31.2,
1771097047.8995252,inference_51,2,0.03584119999959512,55.801703068608,0.0,0.0,,36.1,
1771097047.9357352,inference_52,2,0.03645700000015495,54.85914913436376,0.0,0.0,,52.2,
1771097047.971747,inference_53,2,0.03565320000052452,56.09594650608014,0.0,0.0,,68.6,
1771097048.0084465,inference_54,2,0.03520780000053492,56.80559421405523,0.0,0.0,,75.0,
1771097048.0454464,inference_55,2,0.03612059999977646,55.37006583535095,0.0,0.0,,26.1,
1771097048.0799594,inference_56,2,0.03469070000028296,57.65233909905787,0.0,0.0,,52.9,
1771097048.1170728,inference_57,2,0.03639569999995729,54.95154647396113,0.0,0.0,,54.8,
1771097048.1536484,inference_58,2,0.03541670000049635,56.47053508576381,0.0,0.0,,46.9,
1771097048.1901677,inference_59,2,0.035947599999417434,55.63653762789204,0.0,0.0,,29.0,
1771097048.2253664,inference_60,2,0.034667699999772594,57.69058806938791,0.0,0.0,,47.1,
1771097048.2623703,inference_61,2,0.03626629999962461,55.14761638272176,0.0,0.0,,57.8,
1771097048.2981782,inference_62,2,0.03572789999998349,55.97866093447765,0.0,0.0,,34.3,
1771097048.3351772,inference_63,2,0.03573190000042814,55.97239441440382,0.0,0.0,,65.6,
1771097048.3706934,inference_64,2,0.03577260000020033,55.90871225431755,0.0,0.0,,58.5,
1771097048.4082234,inference_65,2,0.036808799999562325,54.3348329753695,0.0,0.0,,38.5,
1771097048.4446485,inference_66,2,0.03570190000027651,56.01942753703613,0.0,0.0,,27.6,
1771097048.481099,inference_67,2,0.0353927999994994,56.50866843053638,0.0,0.0,,39.2,
1771097048.5182073,inference_68,2,0.03663700000015524,54.58962251252901,0.0,0.0,,48.3,
1771097048.5555332,inference_69,2,0.03640890000042418,54.931623860558794,0.0,0.0,,35.1,
1771097048.591274,inference_70,2,0.03576599999996688,55.91902924570408,0.0,0.0,,32.6,
1771097048.628577,inference_71,2,0.036645299999690906,54.57725820274004,0.0,0.0,,41.2,
1771097048.6660614,inference_72,2,0.036392500000147265,54.95637837444272,0.0,0.0,,75.0,
1771097048.701835,inference_73,2,0.035431700000117416,56.44662830158791,0.0,0.0,,35.4,
1771097048.7388332,inference_74,2,0.036347899999782385,55.02381155477962,0.0,0.0,,24.2,
1771097048.7742548,inference_75,2,0.035116000000016356,56.95409499940393,0.0,0.0,,46.9,
1771097048.8102536,inference_76,2,0.035206100000323204,56.808337191044714,0.0,0.0,,46.9,
1771097048.8466794,inference_77,2,0.035546699999940756,56.26401325589529,0.0,0.0,,46.2,
1771097048.8822653,inference_78,2,0.034816200000022945,57.444522951921286,0.0,0.0,,57.5,
1771097048.9182673,inference_79,2,0.03539730000011332,56.50148457632637,0.0,0.0,,52.2,
1771097048.953782,inference_80,2,0.03480330000002141,57.465815023252674,0.0,0.0,,27.8,
1771097048.9902968,inference_81,2,0.03603859999930137,55.49605145701474,0.0,0.0,,54.5,
1771097049.026471,inference_82,2,0.03633009999975911,55.05077057352611,0.0,0.0,,40.9,
1771097049.0644736,inference_83,2,0.03654370000003837,54.728995695507024,0.0,0.0,,33.3,
1771097049.0996451,inference_84,2,0.035315600000103586,56.632196536208745,0.0,0.0,,31.2,
1771097049.1366308,inference_85,2,0.03581579999990936,55.84127675509305,0.0,0.0,,45.5,
1771097049.1733987,inference_86,2,0.036104900000282214,55.39414317680888,0.0,0.0,,33.3,
1771097049.2103975,inference_87,2,0.036497500000223226,54.79827385403843,0.0,0.0,,37.5,
1771097049.2456856,inference_88,2,0.03435100000024249,58.22246805000965,0.0,0.0,,53.3,
1771097049.282809,inference_89,2,0.03688570000031177,54.22155469417946,0.0,0.0,,56.0,
1771097049.3188093,inference_90,2,0.03574599999956263,55.95031611997066,0.0,0.0,,36.7,
1771097049.3550673,inference_91,2,0.03501169999981357,57.123761485750464,0.0,0.0,,41.2,
1771097049.3905792,inference_92,2,0.035700899999937974,56.02099666964908,0.0,0.0,,40.9,
1771097049.4278696,inference_93,2,0.036085499999899184,55.42392373683578,0.0,0.0,,41.7,
1771097049.463872,inference_94,2,0.03570610000042507,56.01283814183545,0.0,0.0,,46.9,
1771097049.499891,inference_95,2,0.035284800000226824,56.68163061678522,0.0,0.0,,27.1,
1771097049.5368905,inference_96,2,0.03648389999943902,54.81870085245142,0.0,0.0,,53.1,
1771097049.572907,inference_97,2,0.03565089999938209,56.09956550983746,0.0,0.0,,76.7,
1771097049.6123266,inference_98,2,0.038403099999413826,52.07912902944105,0.0,0.0,,68.0,
1771097049.648305,inference_99,2,0.03522100000009232,56.78430481799943,0.0,0.0,,36.4,
1771097049.687012,inference_0,2,0.037832500000149594,52.864600541653125,0.0,0.0,,52.1,
1771097049.7231066,inference_1,2,0.03529119999984687,56.67135149863644,0.0,0.0,,48.4,
1771097049.7581055,inference_2,2,0.03467559999990044,57.67744465865745,0.0,0.0,,54.5,
1771097049.7951949,inference_3,2,0.036232899999959045,55.19845223546171,0.0,0.0,,66.7,
1771097049.831226,inference_4,2,0.03480530000069848,57.46251289199816,0.0,0.0,,73.5,
1771097049.8692298,inference_5,2,0.0371698999997534,53.80697822736324,0.0,0.0,,60.6,
1771097049.9053102,inference_6,2,0.03554019999955926,56.274303465506726,0.0,0.0,,37.8,
1771097049.9413066,inference_7,2,0.035773300000073505,55.90761825148618,0.0,0.0,,40.5,
1771097049.9785564,inference_8,2,0.03588410000065778,55.734991262518456,0.0,0.0,,25.0,
1771097050.0149257,inference_9,2,0.03608859999985725,55.41916283834538,0.0,0.0,,40.8,
1771097050.0539255,inference_10,2,0.03849230000014359,51.958443636585486,0.0,0.0,,45.2,
1771097050.088682,inference_11,2,0.034051600000566395,58.73439133452563,0.0,0.0,,66.7,
