timestamp,inference_id,batch_size,inference_time,throughput,gpu_util,gpu_mem,power,cpu_util,power_efficiency
1771095970.3608975,inference_0,32,0.0332338999996864,962.8722479246178,44.0,519.0,34.31,36.0,28.063895305293435
1771095970.3941908,inference_1,32,0.03214910000042437,995.3622340773957,44.0,519.0,34.31,15.4,29.010849142448137
1771095970.4264474,inference_2,32,0.03145719999974972,1017.255191188491,44.0,519.0,34.31,34.4,29.648941742596648
1771095970.4609892,inference_3,32,0.03359399999953894,952.5510507959513,98.0,519.0,35.88,34.4,26.548245562874893
1771095970.4948668,inference_4,32,0.03290830000059941,972.399060401696,98.0,519.0,35.88,18.8,27.101423088118615
1771095970.5279133,inference_5,32,0.03217690000019502,994.5022671483597,98.0,519.0,37.46,35.3,26.548378727932718
1771095970.5617943,inference_6,32,0.033723500000633067,948.8932050172517,98.0,519.0,37.46,28.0,25.33083836137885
1771095970.5956376,inference_7,32,0.032556799999838404,982.8975820768268,98.0,519.0,37.46,31.8,26.238590018067985
1771095970.629664,inference_8,32,0.03225709999969695,992.0296616962045,98.0,519.0,37.46,31.0,26.482372175552708
1771095970.6631937,inference_9,32,0.032573499999671185,982.3936635707869,96.0,519.0,39.03,30.8,25.17021940996123
1771095970.6963625,inference_10,32,0.03233110000019224,989.7590864464782,96.0,519.0,39.03,26.9,25.358931243824706
1771095970.7290232,inference_11,32,0.03230199999961769,990.6507337124244,96.0,519.0,40.62,18.2,24.388250460670225
1771095970.7635627,inference_12,32,0.0335360999997647,954.1956280016019,96.0,519.0,40.62,29.2,23.490783554938503
1771095970.8032172,inference_13,32,0.03939919999993435,812.1992324730786,96.0,519.0,40.62,25.0,19.995057421789234
1771095970.8557403,inference_14,32,0.05117599999994127,625.2931061442224,96.0,519.0,42.17,30.0,14.827913354143286
1771095970.9071653,inference_15,32,0.05084970000007161,629.3055809563269,96.0,519.0,42.17,39.0,14.923063337830849
1771095970.9478965,inference_16,32,0.03983479999988049,803.3177021121232,96.0,519.0,43.04,19.0,18.664444751675727
1771095970.983435,inference_17,32,0.03452149999975518,926.9585620621044,96.0,519.0,43.04,35.3,21.53714131185187
1771095971.01662,inference_18,32,0.03308759999981703,967.1296800063152,98.0,519.0,44.18,28.0,21.89066727040098
1771095971.0505867,inference_19,32,0.03242640000007668,986.8502208054032,98.0,519.0,44.18,30.8,22.337035328325108
